,PassengerId,Pclass,Name,Sex,Age,Title,Alias,SibSp,Parch,Ticket,Fam,Fare,Cabin,Cabin_Floor,Cabin_Nb,Ticket_Type,Embarked
214,215,3,"Kiernan, Mr. Philip",male,29.8811376673,Mr,0,1,0,367229,1,7.75,U,U,0,367229,Q
215,216,1,"Newell, Miss. Madeleine",female,31.0,Miss,0,1,0,35273,1,113.275,D36,D,36,35273,C
216,217,3,"Honkanen, Miss. Eliina",female,27.0,Miss,0,0,0,STON/O2. 3101283,0,7.925,U,U,0,STON/O2.,S
217,218,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,Mr,0,1,0,243847,1,27.0,U,U,0,243847,S
218,219,1,"Bazzani, Miss. Albina",female,32.0,Miss,0,0,0,11813,0,76.2917,D15,D,15,11813,C
219,220,2,"Harris, Mr. Walter",male,30.0,Mr,0,0,0,W/C 14208,0,10.5,U,U,0,W/C,S
220,221,3,"Sunderland, Mr. Victor Francis",male,16.0,Mr,0,0,0,SOTON/OQ 392089,0,8.05,U,U,0,SOTON/OQ,S
221,222,2,"Bracken, Mr. James H",male,27.0,Mr,0,0,0,220367,0,13.0,U,U,0,220367,S
222,223,3,"Green, Mr. George Henry",male,51.0,Mr,0,0,0,21440,0,8.05,U,U,0,21440,S
223,224,3,"Nenkoff, Mr. Christo",male,29.8811376673,Mr,0,0,0,349234,0,7.8958,U,U,0,349234,S
224,225,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,Mr,0,1,0,19943,1,90.0,C93,C,93,19943,S
225,226,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,Mr,0,0,0,PP 4348,0,9.35,U,U,0,PP,S
226,227,2,"Mellors, Mr. William John",male,19.0,Mr,0,0,0,SW/PP 751,0,10.5,U,U,0,SW/PP,S
227,228,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,Mr,1,0,0,A/5 21173,0,7.25,U,U,0,A/5,S
228,229,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,Mr,0,0,0,236171,0,13.0,U,U,0,236171,S
229,230,3,"Lefebre, Miss. Mathilde",female,29.8811376673,Miss,0,3,1,4133,4,25.4667,U,U,0,4133,S
230,231,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,Mrs,1,1,0,36973,1,83.475,C83,C,83,36973,S
231,232,3,"Larsson, Mr. Bengt Edvin",male,29.0,Mr,0,0,0,347067,0,7.775,U,U,0,347067,S
232,233,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,Mr,0,0,0,237442,0,13.5,U,U,0,237442,S
233,234,3,"Asplund, Miss. Lillian Gertrud",female,5.0,Miss,0,4,2,347077,6,31.3875,U,U,0,347077,S
234,235,2,"Leyson, Mr. Robert William Norman",male,24.0,Mr,0,0,0,C.A. 29566,0,10.5,U,U,0,C.A.,S
235,236,3,"Harknett, Miss. Alice Phoebe",female,29.8811376673,Miss,0,0,0,W./C. 6609,0,7.55,U,U,0,W./C.,S
236,237,2,"Hold, Mr. Stephen",male,44.0,Mr,0,1,0,26707,1,26.0,U,U,0,26707,S
237,238,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,Miss,1,0,2,C.A. 31921,2,26.25,U,U,0,C.A.,S
238,239,2,"Pengelly, Mr. Frederick William",male,19.0,Mr,0,0,0,28665,0,10.5,U,U,0,28665,S
239,240,2,"Hunt, Mr. George Henry",male,33.0,Mr,0,0,0,SCO/W 1585,0,12.275,U,U,0,SCO/W,S
240,241,3,"Zabour, Miss. Thamine",female,29.8811376673,Miss,0,1,0,2665,1,14.4542,U,U,0,2665,C
241,242,3,"Murphy, Miss. Katherine ""Kate""",female,29.8811376673,Miss,1,1,0,367230,1,15.5,U,U,0,367230,Q
242,243,2,"Coleridge, Mr. Reginald Charles",male,29.0,Mr,0,0,0,W./C. 14263,0,10.5,U,U,0,W./C.,S
243,244,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,Mr,0,0,0,STON/O 2. 3101275,0,7.125,U,U,0,STON/O,S
244,245,3,"Attalah, Mr. Sleiman",male,30.0,Mr,0,0,0,2694,0,7.225,U,U,0,2694,C
245,246,1,"Minahan, Dr. William Edward",male,44.0,Dr,0,2,0,19928,2,90.0,C78,C,78,19928,Q
246,247,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,Miss,0,0,0,347071,0,7.775,U,U,0,347071,S
247,248,2,"Hamalainen, Mrs. William (Anna)",female,24.0,Mrs,1,0,2,250649,2,14.5,U,U,0,250649,S
248,249,1,"Beckwith, Mr. Richard Leonard",male,37.0,Mr,0,1,1,11751,2,52.5542,D35,D,35,11751,S
249,250,2,"Carter, Rev. Ernest Courtenay",male,54.0,Rev,0,1,0,244252,1,26.0,U,U,0,244252,S
250,251,3,"Reed, Mr. James George",male,29.8811376673,Mr,0,0,0,362316,0,7.25,U,U,0,362316,S
251,252,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,Mrs,1,1,1,347054,2,10.4625,G6,G,6,347054,S
252,253,1,"Stead, Mr. William Thomas",male,62.0,Mr,0,0,0,113514,0,26.55,C87,C,87,113514,S
253,254,3,"Lobb, Mr. William Arthur",male,30.0,Mr,0,1,0,A/5. 3336,1,16.1,U,U,0,A/5.,S
254,255,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,Mrs,1,0,2,370129,2,20.2125,U,U,0,370129,S
255,256,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,Mrs,1,0,2,2650,2,15.2458,U,U,0,2650,C
256,257,1,"Thorne, Mrs. Gertrude Maybelle",female,29.8811376673,Mrs,0,0,0,PC 17585,0,79.2,U,U,0,PC,C
257,258,1,"Cherry, Miss. Gladys",female,30.0,Miss,0,0,0,110152,0,86.5,B77,B,77,110152,S
258,259,1,"Ward, Miss. Anna",female,35.0,Miss,0,0,0,PC 17755,0,512.3292,U,U,0,PC,C
259,260,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,Mrs,1,0,1,230433,1,26.0,U,U,0,230433,S
260,261,3,"Smith, Mr. Thomas",male,29.8811376673,Mr,0,0,0,384461,0,7.75,U,U,0,384461,Q
261,262,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,Master,0,4,2,347077,6,31.3875,U,U,0,347077,S
262,263,1,"Taussig, Mr. Emil",male,52.0,Mr,0,1,1,110413,2,79.65,E67,E,67,110413,S
263,264,1,"Harrison, Mr. William",male,40.0,Mr,0,0,0,112059,0,0.0,B94,B,94,112059,S
264,265,3,"Henry, Miss. Delia",female,29.8811376673,Miss,0,0,0,382649,0,7.75,U,U,0,382649,Q
265,266,2,"Reeves, Mr. David",male,36.0,Mr,0,0,0,C.A. 17248,0,10.5,U,U,0,C.A.,S
266,267,3,"Panula, Mr. Ernesti Arvid",male,16.0,Mr,0,4,1,3101295,5,39.6875,U,U,0,3101295,S
267,268,3,"Persson, Mr. Ernst Ulrik",male,25.0,Mr,0,1,0,347083,1,7.775,U,U,0,347083,S
268,269,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,Mrs,1,0,1,PC 17582,1,153.4625,C125,C,125,PC,S
269,270,1,"Bissette, Miss. Amelia",female,35.0,Miss,0,0,0,PC 17760,0,135.6333,C99,C,99,PC,S
270,271,1,"Cairns, Mr. Alexander",male,29.8811376673,Mr,0,0,0,113798,0,31.0,U,U,0,113798,S
271,272,3,"Tornquist, Mr. William Henry",male,25.0,Mr,0,0,0,LINE,0,0.0,U,U,0,LINE,S
272,273,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,Mrs,1,0,1,250644,1,19.5,U,U,0,250644,S
273,274,1,"Natsch, Mr. Charles H",male,37.0,Mr,0,0,1,PC 17596,1,29.7,C118,C,118,PC,C
274,275,3,"Healy, Miss. Hanora ""Nora""",female,29.8811376673,Miss,1,0,0,370375,0,7.75,U,U,0,370375,Q
275,276,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,Miss,0,1,0,13502,1,77.9583,D7,D,7,13502,S
276,277,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,Miss,0,0,0,347073,0,7.75,U,U,0,347073,S
277,278,2,"Parkes, Mr. Francis ""Frank""",male,29.8811376673,Mr,1,0,0,239853,0,0.0,U,U,0,239853,S
278,279,3,"Rice, Master. Eric",male,7.0,Master,0,4,1,382652,5,29.125,U,U,0,382652,Q
279,280,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,Mrs,1,1,1,C.A. 2673,2,20.25,U,U,0,C.A.,S
280,281,3,"Duane, Mr. Frank",male,65.0,Mr,0,0,0,336439,0,7.75,U,U,0,336439,Q
281,282,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,Mr,0,0,0,347464,0,7.8542,U,U,0,347464,S
282,283,3,"de Pelsmaeker, Mr. Alfons",male,16.0,Mr,0,0,0,345778,0,9.5,U,U,0,345778,S
283,284,3,"Dorking, Mr. Edward Arthur",male,19.0,Mr,0,0,0,A/5. 10482,0,8.05,U,U,0,A/5.,S
284,285,1,"Smith, Mr. Richard William",male,29.8811376673,Mr,0,0,0,113056,0,26.0,A19,A,19,113056,S
285,286,3,"Stankovic, Mr. Ivan",male,33.0,Mr,0,0,0,349239,0,8.6625,U,U,0,349239,C
286,287,3,"de Mulder, Mr. Theodore",male,30.0,Mr,0,0,0,345774,0,9.5,U,U,0,345774,S
287,288,3,"Naidenoff, Mr. Penko",male,22.0,Mr,0,0,0,349206,0,7.8958,U,U,0,349206,S
288,289,2,"Hosono, Mr. Masabumi",male,42.0,Mr,0,0,0,237798,0,13.0,U,U,0,237798,S
289,290,3,"Connolly, Miss. Kate",female,22.0,Miss,0,0,0,370373,0,7.75,U,U,0,370373,Q
290,291,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,Miss,1,0,0,19877,0,78.85,U,U,0,19877,S
291,292,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,Mrs,1,1,0,11967,1,91.0792,B49,B,49,11967,C
292,293,2,"Levy, Mr. Rene Jacques",male,36.0,Mr,0,0,0,SC/Paris 2163,0,12.875,D,D,0,SC/Paris,C
293,294,3,"Haas, Miss. Aloisia",female,24.0,Miss,0,0,0,349236,0,8.85,U,U,0,349236,S
294,295,3,"Mineff, Mr. Ivan",male,24.0,Mr,0,0,0,349233,0,7.8958,U,U,0,349233,S
295,296,1,"Lewy, Mr. Ervin G",male,29.8811376673,Mr,0,0,0,PC 17612,0,27.7208,U,U,0,PC,C
296,297,3,"Hanna, Mr. Mansour",male,23.5,Mr,0,0,0,2693,0,7.2292,U,U,0,2693,C
297,298,1,"Allison, Miss. Helen Loraine",female,2.0,Miss,0,1,2,113781,3,151.55,C22 C26,C,22,113781,S
298,299,1,"Saalfeld, Mr. Adolphe",male,29.8811376673,Mr,0,0,0,19988,0,30.5,C106,C,106,19988,S
299,300,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,Mrs,1,0,1,PC 17558,1,247.5208,B58 B60,B,58,PC,C
300,301,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,29.8811376673,Miss,1,0,0,9234,0,7.75,U,U,0,9234,Q
301,302,3,"McCoy, Mr. Bernard",male,29.8811376673,Mr,0,2,0,367226,2,23.25,U,U,0,367226,Q
302,303,3,"Johnson, Mr. William Cahoone Jr",male,19.0,Mr,0,0,0,LINE,0,0.0,U,U,0,LINE,S
303,304,2,"Keane, Miss. Nora A",female,29.8811376673,Miss,0,0,0,226593,0,12.35,E101,E,101,226593,Q
304,305,3,"Williams, Mr. Howard Hugh ""Harry""",male,29.8811376673,Mr,1,0,0,A/5 2466,0,8.05,U,U,0,A/5,S
305,306,1,"Allison, Master. Hudson Trevor",male,0.92,Master,0,1,2,113781,3,151.55,C22 C26,C,22,113781,S
306,307,1,"Fleming, Miss. Margaret",female,29.8811376673,Miss,0,0,0,17421,0,110.8833,U,U,0,17421,C
307,308,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,Mrs,1,1,0,PC 17758,1,108.9,C65,C,65,PC,C
308,309,2,"Abelson, Mr. Samuel",male,30.0,Mr,0,1,0,P/PP 3381,1,24.0,U,U,0,P/PP,C
309,310,1,"Francatelli, Miss. Laura Mabel",female,30.0,Miss,0,0,0,PC 17485,0,56.9292,E36,E,36,PC,C
310,311,1,"Hays, Miss. Margaret Bechstein",female,24.0,Miss,0,0,0,11767,0,83.1583,C54,C,54,11767,C
311,312,1,"Ryerson, Miss. Emily Borie",female,18.0,Miss,0,2,2,PC 17608,4,262.375,B57 B59 B63 B66,B,57,PC,C
312,313,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,Mrs,1,1,1,250651,2,26.0,U,U,0,250651,S
313,314,3,"Hendekovic, Mr. Ignjac",male,28.0,Mr,0,0,0,349243,0,7.8958,U,U,0,349243,S
314,315,2,"Hart, Mr. Benjamin",male,43.0,Mr,0,1,1,F.C.C. 13529,2,26.25,U,U,0,F.C.C.,S
315,316,3,"Nilsson, Miss. Helmina Josefina",female,26.0,Miss,0,0,0,347470,0,7.8542,U,U,0,347470,S
316,317,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,Mrs,1,1,0,244367,1,26.0,U,U,0,244367,S
317,318,2,"Moraweck, Dr. Ernest",male,54.0,Dr,0,0,0,29011,0,14.0,U,U,0,29011,S
318,319,1,"Wick, Miss. Mary Natalie",female,31.0,Miss,0,0,2,36928,2,164.8667,C7,C,7,36928,S
319,320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,Mrs,1,1,1,16966,2,134.5,E34,E,34,16966,C
320,321,3,"Dennis, Mr. Samuel",male,22.0,Mr,0,0,0,A/5 21172,0,7.25,U,U,0,A/5,S
321,322,3,"Danoff, Mr. Yoto",male,27.0,Mr,0,0,0,349219,0,7.8958,U,U,0,349219,S
322,323,2,"Slayter, Miss. Hilda Mary",female,30.0,Miss,0,0,0,234818,0,12.35,U,U,0,234818,Q
323,324,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,Mrs,1,1,1,248738,2,29.0,U,U,0,248738,S
324,325,3,"Sage, Mr. George John Jr",male,29.8811376673,Mr,0,8,2,CA. 2343,10,69.55,U,U,0,CA.,S
325,326,1,"Young, Miss. Marie Grice",female,36.0,Miss,0,0,0,PC 17760,0,135.6333,C32,C,32,PC,C
326,327,3,"Nysveen, Mr. Johan Hansen",male,61.0,Mr,0,0,0,345364,0,6.2375,U,U,0,345364,S
327,328,2,"Ball, Mrs. (Ada E Hall)",female,36.0,Mrs,1,0,0,28551,0,13.0,D,D,0,28551,S
328,329,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,Mrs,1,1,1,363291,2,20.525,U,U,0,363291,S
329,330,1,"Hippach, Miss. Jean Gertrude",female,16.0,Miss,0,0,1,111361,1,57.9792,B18,B,18,111361,C
330,331,3,"McCoy, Miss. Agnes",female,29.8811376673,Miss,0,2,0,367226,2,23.25,U,U,0,367226,Q
331,332,1,"Partner, Mr. Austen",male,45.5,Mr,0,0,0,113043,0,28.5,C124,C,124,113043,S
332,333,1,"Graham, Mr. George Edward",male,38.0,Mr,0,0,1,PC 17582,1,153.4625,C91,C,91,PC,S
333,334,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,Mr,0,2,0,345764,2,18.0,U,U,0,345764,S
334,335,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,29.8811376673,Mrs,1,1,0,PC 17611,1,133.65,U,U,0,PC,S
335,336,3,"Denkoff, Mr. Mitto",male,29.8811376673,Mr,0,0,0,349225,0,7.8958,U,U,0,349225,S
336,337,1,"Pears, Mr. Thomas Clinton",male,29.0,Mr,0,1,0,113776,1,66.6,C2,C,2,113776,S
337,338,1,"Burns, Miss. Elizabeth Margaret",female,41.0,Miss,0,0,0,16966,0,134.5,E40,E,40,16966,C
338,339,3,"Dahl, Mr. Karl Edwart",male,45.0,Mr,0,0,0,7598,0,8.05,U,U,0,7598,S
339,340,1,"Blackwell, Mr. Stephen Weart",male,45.0,Mr,0,0,0,113784,0,35.5,T,T,0,113784,S
340,341,2,"Navratil, Master. Edmond Roger",male,2.0,Master,0,1,1,230080,2,26.0,F2,F,2,230080,S
341,342,1,"Fortune, Miss. Alice Elizabeth",female,24.0,Miss,0,3,2,19950,5,263.0,C23 C25 C27,C,23,19950,S
342,343,2,"Collander, Mr. Erik Gustaf",male,28.0,Mr,0,0,0,248740,0,13.0,U,U,0,248740,S
343,344,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,Mr,0,0,0,244361,0,13.0,U,U,0,244361,S
344,345,2,"Fox, Mr. Stanley Hubert",male,36.0,Mr,0,0,0,229236,0,13.0,U,U,0,229236,S
345,346,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,Miss,1,0,0,248733,0,13.0,F33,F,33,248733,S
346,347,2,"Smith, Miss. Marion Elsie",female,40.0,Miss,0,0,0,31418,0,13.0,U,U,0,31418,S
347,348,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,29.8811376673,Mrs,1,1,0,386525,1,16.1,U,U,0,386525,S
348,349,3,"Coutts, Master. William Loch ""William""",male,3.0,Master,1,1,1,C.A. 37671,2,15.9,U,U,0,C.A.,S
349,350,3,"Dimic, Mr. Jovan",male,42.0,Mr,0,0,0,315088,0,8.6625,U,U,0,315088,S
350,351,3,"Odahl, Mr. Nils Martin",male,23.0,Mr,0,0,0,7267,0,9.225,U,U,0,7267,S
351,352,1,"Williams-Lambert, Mr. Fletcher Fellows",male,29.8811376673,Mr,0,0,0,113510,0,35.0,C128,C,128,113510,S
352,353,3,"Elias, Mr. Tannous",male,15.0,Mr,0,1,1,2695,2,7.2292,U,U,0,2695,C
353,354,3,"Arnold-Franchi, Mr. Josef",male,25.0,Mr,0,1,0,349237,1,17.8,U,U,0,349237,S
354,355,3,"Yousif, Mr. Wazli",male,29.8811376673,Mr,0,0,0,2647,0,7.225,U,U,0,2647,C
355,356,3,"Vanden Steen, Mr. Leo Peter",male,28.0,Mr,0,0,0,345783,0,9.5,U,U,0,345783,S
356,357,1,"Bowerman, Miss. Elsie Edith",female,22.0,Miss,0,0,1,113505,1,55.0,E33,E,33,113505,S
357,358,2,"Funk, Miss. Annie Clemmer",female,38.0,Miss,0,0,0,237671,0,13.0,U,U,0,237671,S
358,359,3,"McGovern, Miss. Mary",female,29.8811376673,Miss,0,0,0,330931,0,7.8792,U,U,0,330931,Q
359,360,3,"Mockler, Miss. Helen Mary ""Ellie""",female,29.8811376673,Miss,1,0,0,330980,0,7.8792,U,U,0,330980,Q
360,361,3,"Skoog, Mr. Wilhelm",male,40.0,Mr,0,1,4,347088,5,27.9,U,U,0,347088,S
361,362,2,"del Carlo, Mr. Sebastiano",male,29.0,Mr,0,1,0,SC/PARIS 2167,1,27.7208,U,U,0,SC/PARIS,C
362,363,3,"Barbara, Mrs. (Catherine David)",female,45.0,Mrs,1,0,1,2691,1,14.4542,U,U,0,2691,C
363,364,3,"Asim, Mr. Adola",male,35.0,Mr,0,0,0,SOTON/O.Q. 3101310,0,7.05,U,U,0,SOTON/O.Q.,S
364,365,3,"O'Brien, Mr. Thomas",male,29.8811376673,Mr,0,1,0,370365,1,15.5,U,U,0,370365,Q
365,366,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,Mr,0,0,0,C 7076,0,7.25,U,U,0,C,S
366,367,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,Mrs,1,1,0,110813,1,75.25,D37,D,37,110813,C
367,368,3,"Moussa, Mrs. (Mantoura Boulos)",female,29.8811376673,Mrs,1,0,0,2626,0,7.2292,U,U,0,2626,C
368,369,3,"Jermyn, Miss. Annie",female,29.8811376673,Miss,0,0,0,14313,0,7.75,U,U,0,14313,Q
369,370,1,"Aubart, Mme. Leontine Pauline",female,24.0,Mme,0,0,0,PC 17477,0,69.3,B35,B,35,PC,C
370,371,1,"Harder, Mr. George Achilles",male,25.0,Mr,0,1,0,11765,1,55.4417,E50,E,50,11765,C
371,372,3,"Wiklund, Mr. Jakob Alfred",male,18.0,Mr,0,1,0,3101267,1,6.4958,U,U,0,3101267,S
372,373,3,"Beavan, Mr. William Thomas",male,19.0,Mr,0,0,0,323951,0,8.05,U,U,0,323951,S
373,374,1,"Ringhini, Mr. Sante",male,22.0,Mr,0,0,0,PC 17760,0,135.6333,U,U,0,PC,C
374,375,3,"Palsson, Miss. Stina Viola",female,3.0,Miss,0,3,1,349909,4,21.075,U,U,0,349909,S
375,376,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,29.8811376673,Mrs,1,1,0,PC 17604,1,82.1708,U,U,0,PC,C
376,377,3,"Landergren, Miss. Aurora Adelia",female,22.0,Miss,0,0,0,C 7077,0,7.25,U,U,0,C,S
377,378,1,"Widener, Mr. Harry Elkins",male,27.0,Mr,0,0,2,113503,2,211.5,C82,C,82,113503,C
378,379,3,"Betros, Mr. Tannous",male,20.0,Mr,0,0,0,2648,0,4.0125,U,U,0,2648,C
379,380,3,"Gustafsson, Mr. Karl Gideon",male,19.0,Mr,0,0,0,347069,0,7.775,U,U,0,347069,S
380,381,1,"Bidois, Miss. Rosalie",female,42.0,Miss,0,0,0,PC 17757,0,227.525,U,U,0,PC,C
381,382,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,Miss,1,0,2,2653,2,15.7417,U,U,0,2653,C
382,383,3,"Tikkanen, Mr. Juho",male,32.0,Mr,0,0,0,STON/O 2. 3101293,0,7.925,U,U,0,STON/O,S
383,384,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,Mrs,1,1,0,113789,1,52.0,U,U,0,113789,S
384,385,3,"Plotcharsky, Mr. Vasil",male,29.8811376673,Mr,0,0,0,349227,0,7.8958,U,U,0,349227,S
385,386,2,"Davies, Mr. Charles Henry",male,18.0,Mr,0,0,0,S.O.C. 14879,0,73.5,U,U,0,S.O.C.,S
386,387,3,"Goodwin, Master. Sidney Leonard",male,1.0,Master,0,5,2,CA 2144,7,46.9,U,U,0,CA,S
387,388,2,"Buss, Miss. Kate",female,36.0,Miss,0,0,0,27849,0,13.0,U,U,0,27849,S
388,389,3,"Sadlier, Mr. Matthew",male,29.8811376673,Mr,0,0,0,367655,0,7.7292,U,U,0,367655,Q
389,390,2,"Lehmann, Miss. Bertha",female,17.0,Miss,0,0,0,SC 1748,0,12.0,U,U,0,SC,C
390,391,1,"Carter, Mr. William Ernest",male,36.0,Mr,0,1,2,113760,3,120.0,B96 B98,B,96,113760,S
391,392,3,"Jansson, Mr. Carl Olof",male,21.0,Mr,0,0,0,350034,0,7.7958,U,U,0,350034,S
392,393,3,"Gustafsson, Mr. Johan Birger",male,28.0,Mr,0,2,0,3101277,2,7.925,U,U,0,3101277,S
393,394,1,"Newell, Miss. Marjorie",female,23.0,Miss,0,1,0,35273,1,113.275,D36,D,36,35273,C
394,395,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,Mrs,1,0,2,PP 9549,2,16.7,G6,G,6,PP,S
395,396,3,"Johansson, Mr. Erik",male,22.0,Mr,0,0,0,350052,0,7.7958,U,U,0,350052,S
396,397,3,"Olsson, Miss. Elina",female,31.0,Miss,0,0,0,350407,0,7.8542,U,U,0,350407,S
397,398,2,"McKane, Mr. Peter David",male,46.0,Mr,0,0,0,28403,0,26.0,U,U,0,28403,S
398,399,2,"Pain, Dr. Alfred",male,23.0,Dr,0,0,0,244278,0,10.5,U,U,0,244278,S
399,400,2,"Trout, Mrs. William H (Jessie L)",female,28.0,Mrs,1,0,0,240929,0,12.65,U,U,0,240929,S
400,401,3,"Niskanen, Mr. Juha",male,39.0,Mr,0,0,0,STON/O 2. 3101289,0,7.925,U,U,0,STON/O,S
401,402,3,"Adams, Mr. John",male,26.0,Mr,0,0,0,341826,0,8.05,U,U,0,341826,S
402,403,3,"Jussila, Miss. Mari Aina",female,21.0,Miss,0,1,0,4137,1,9.825,U,U,0,4137,S
403,404,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,Mr,0,1,0,STON/O2. 3101279,1,15.85,U,U,0,STON/O2.,S
404,405,3,"Oreskovic, Miss. Marija",female,20.0,Miss,0,0,0,315096,0,8.6625,U,U,0,315096,S
405,406,2,"Gale, Mr. Shadrach",male,34.0,Mr,0,1,0,28664,1,21.0,U,U,0,28664,S
406,407,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,Mr,0,0,0,347064,0,7.75,U,U,0,347064,S
407,408,2,"Richards, Master. William Rowe",male,3.0,Master,0,1,1,29106,2,18.75,U,U,0,29106,S
408,409,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,Mr,0,0,0,312992,0,7.775,U,U,0,312992,S
409,410,3,"Lefebre, Miss. Ida",female,29.8811376673,Miss,0,3,1,4133,4,25.4667,U,U,0,4133,S
410,411,3,"Sdycoff, Mr. Todor",male,29.8811376673,Mr,0,0,0,349222,0,7.8958,U,U,0,349222,S
411,412,3,"Hart, Mr. Henry",male,29.8811376673,Mr,0,0,0,394140,0,6.8583,U,U,0,394140,Q
412,413,1,"Minahan, Miss. Daisy E",female,33.0,Miss,0,1,0,19928,1,90.0,C78,C,78,19928,Q
413,414,2,"Cunningham, Mr. Alfred Fleming",male,29.8811376673,Mr,0,0,0,239853,0,0.0,U,U,0,239853,S
414,415,3,"Sundman, Mr. Johan Julian",male,44.0,Mr,0,0,0,STON/O 2. 3101269,0,7.925,U,U,0,STON/O,S
415,416,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,29.8811376673,Mrs,1,0,0,343095,0,8.05,U,U,0,343095,S
416,417,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,Mrs,1,1,1,28220,2,32.5,U,U,0,28220,S
417,418,2,"Silven, Miss. Lyyli Karoliina",female,18.0,Miss,0,0,2,250652,2,13.0,U,U,0,250652,S
418,419,2,"Matthews, Mr. William John",male,30.0,Mr,0,0,0,28228,0,13.0,U,U,0,28228,S
419,420,3,"Van Impe, Miss. Catharina",female,10.0,Miss,0,0,2,345773,2,24.15,U,U,0,345773,S
420,421,3,"Gheorgheff, Mr. Stanio",male,29.8811376673,Mr,0,0,0,349254,0,7.8958,U,U,0,349254,C
421,422,3,"Charters, Mr. David",male,21.0,Mr,0,0,0,A/5. 13032,0,7.7333,U,U,0,A/5.,Q
422,423,3,"Zimmerman, Mr. Leo",male,29.0,Mr,0,0,0,315082,0,7.875,U,U,0,315082,S
423,424,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,Mrs,1,1,1,347080,2,14.4,U,U,0,347080,S
424,425,3,"Rosblom, Mr. Viktor Richard",male,18.0,Mr,0,1,1,370129,2,20.2125,U,U,0,370129,S
425,426,3,"Wiseman, Mr. Phillippe",male,29.8811376673,Mr,0,0,0,A/4. 34244,0,7.25,U,U,0,A/4.,S
426,427,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,Mrs,1,1,0,2003,1,26.0,U,U,0,2003,S
427,428,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,Miss,1,0,0,250655,0,26.0,U,U,0,250655,S
428,429,3,"Flynn, Mr. James",male,29.8811376673,Mr,0,0,0,364851,0,7.75,U,U,0,364851,Q
429,430,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,Mr,1,0,0,SOTON/O.Q. 392078,0,8.05,E10,E,10,SOTON/O.Q.,S
430,431,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,Mr,0,0,0,110564,0,26.55,C52,C,52,110564,S
